RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
1,1,1,55,1,1,2,3,1,20,1,318468
1,1,2,16,1,1,2,8,1,8,1,54665
1,1,1,39,1,1,1,3,1,39,1,226214
1,1,2,6,1,1,2,9,1,6,1,26524
9,1,2,41,5,2,2,9,68,303,3,240762
1,1,2,39,1,1,2,8,1,20,1,6866
1,1,1,53,1,1,2,5,1,53,1,314112
8,2,2,6,1,1,2,9,67,6,1,18001
9,1,2,17,1,1,1,9,68,48,1,44464
1,2,2,27,1,1,2,4,1,48,1,158392
9,1,2,25,1,1,2,9,68,6,1,22105
6,2,2,41,4,2,2,9,45,233,4,27353
1,2,2,26,1,1,2,3,1,17,1,149092
2,2,1,39,1,1,2,3,2,39,1,226187
1,1,2,8,1,1,2,8,1,8,1,54874
1,1,2,34,1,1,2,8,1,4,1,12408
1,2,1,22,1,1,1,9,1,48,1,32558
6,1,2,6,4,2,1,9,43,207,4,37184
6,1,1,6,4,2,2,9,38,210,4,46927
1,2,1,28,1,1,2,3,1,26,1,153698
1,1,2,8,3,1,2,8,1,110,5,59437
1,2,2,19,1,1,2,4,1,19,1,119456
1,2,2,49,3,1,1,8,1,110,5,296854
1,1,1,26,1,1,2,3,1,26,1,150864
8,2,2,72,2,1,2,2,67,72,2,326123
1,1,1,26,1,1,1,3,1,24,1,151624
1,2,2,17,1,1,2,3,1,17,1,106380
1,2,2,17,1,1,2,4,1,46,1,261870
2,1,2,17,1,1,2,3,2,17,1,107911
1,2,2,26,1,1,1,0,1,10,1,151556
1,2,1,6,5,2,2,9,1,303,3,23174
2,1,2,6,1,1,2,6,2,6,1,29742
1,2,2,22,1,1,2,8,1,49,1,295801
1,2,2,27,1,1,2,8,1,27,1,163179
1,1,1,55,1,1,2,3,1,55,1,321352
8,2,2,72,2,1,2,0,67,72,2,324614
1,1,2,17,1,1,2,3,1,17,1,106784
1,2,1,48,1,1,2,4,1,19,1,120632
1,2,1,45,1,1,2,9,1,34,1,12811
9,1,2,53,1,1,2,9,68,6,1,310284
1,1,2,41,1,1,2,4,1,8,1,238394
6,1,2,6,4,2,2,9,38,210,4,53194
8,2,2,6,5,2,2,9,67,312,3,46575
1,1,1,18,1,1,2,1,1,18,1,111690
1,2,2,6,1,1,2,9,1,34,1,23725
1,2,2,39,4,2,2,7,1,126,5,223445
1,1,2,26,1,1,2,3,1,26,1,157589
7,2,2,19,1,1,2,1,60,15,1,95387
1,2,2,8,1,1,1,2,1,47,1,59881
8,1,1,8,5,2,2,9,67,364,3,36006
1,2,2,6,1,1,2,9,1,6,1,52145
7,2,2,41,1,1,2,9,65,41,1,242297
1,2,1,6,1,1,1,9,1,6,1,47209
1,1,2,17,1,1,1,3,1,17,1,100891
1,2,2,39,1,1,2,3,1,25,1,225746
1,1,2,55,1,1,2,3,1,55,1,322352
1,1,2,6,1,1,2,9,1,6,1,27016
1,2,2,22,1,1,2,8,1,39,1,297111
1,2,1,55,1,1,2,3,1,55,1,322024
1,1,2,53,1,1,2,9,1,6,1,309468
6,2,2,6,4,2,2,9,45,233,4,48889
1,2,2,41,1,1,2,2,1,27,1,239682
1,1,2,26,1,1,2,2,1,26,1,149217
6,1,2,2,1,1,2,9,49,6,1,42835
1,2,2,37,1,1,1,6,1,19,1,119274
1,2,2,41,1,1,1,9,1,8,1,242605
1,2,2,4,1,1,2,8,1,4,1,10580
1,2,1,55,1,1,2,4,1,55,1,320214
9,2,1,40,1,1,1,9,68,6,1,30451
9,2,2,6,1,1,2,9,68,6,1,54597
2,2,2,19,1,1,2,4,2,19,1,120746
1,2,2,53,1,1,2,9,1,53,1,311964
1,2,2,26,1,1,2,3,1,17,1,151874
1,1,2,38,5,2,2,0,1,154,5,221817
1,2,1,55,1,1,2,7,1,27,1,321801
1,2,1,50,5,2,2,9,1,301,7,242416
1,1,1,18,1,1,2,3,1,18,1,112610
9,1,2,17,5,2,2,9,68,303,3,106623
1,1,1,17,1,1,2,3,1,17,1,109722
1,1,2,46,1,1,1,4,1,46,1,262178
1,2,2,53,5,2,2,7,1,301,7,97674
1,2,1,39,1,1,2,3,1,53,1,230476
1,1,1,32,1,1,2,9,1,32,1,177870
1,1,2,38,1,1,2,4,1,6,1,222024
1,1,2,17,1,1,1,3,1,36,1,105936
1,1,2,49,1,1,2,9,1,6,1,17630
1,1,2,8,1,1,2,8,1,48,1,56337
8,1,2,18,1,1,2,8,67,49,1,297973
1,2,1,26,1,1,2,3,1,26,1,154033
1,2,2,31,1,1,2,4,1,31,1,175392
1,2,2,18,1,1,2,5,1,18,1,114434
1,2,2,17,1,1,1,8,1,17,1,99410
2,2,2,33,1,1,2,9,2,47,1,32495
1,1,2,45,1,1,2,4,1,29,1,168801
1,2,1,19,1,1,2,5,1,19,1,120060
8,2,1,39,4,2,2,3,67,312,3,233316
1,1,2,35,1,1,2,2,1,6,1,7096
1,2,2,41,1,1,1,9,1,56,1,242500
8,1,2,24,1,1,2,2,67,6,1,24963
2,2,2,6,1,1,2,9,2,6,1,21909
1,1,2,17,1,1,2,5,1,17,1,103753
1,2,2,53,1,1,2,9,1,53,1,314843
1,1,2,29,1,1,1,6,1,49,1,297285
1,1,2,55,1,1,2,7,1,17,1,319082
1,1,1,30,1,1,2,8,1,30,1,173362
1,2,1,46,1,1,2,4,1,55,1,261922
1,2,2,27,1,1,2,4,1,6,1,158732
1,2,2,6,1,1,1,9,1,31,1,36738
1,1,2,72,2,1,2,0,1,72,2,324390
9,2,2,4,5,2,2,8,68,303,3,10047
1,1,2,18,1,1,2,9,1,6,1,16970
1,1,2,36,4,2,2,8,1,150,5,9744
1,1,2,6,1,1,1,7,1,6,1,30324
1,1,2,18,5,2,2,3,1,128,5,106339
8,2,1,6,4,2,1,9,67,303,3,29673
1,2,2,15,4,2,1,3,1,119,5,223799
8,2,1,1,1,1,2,3,67,6,1,53709
2,1,2,29,1,1,2,4,2,29,1,170321
1,1,1,15,1,1,1,9,1,6,1,16983
1,2,1,33,1,1,2,8,1,35,1,189773
1,2,2,17,1,1,2,3,1,4,1,104569
9,1,2,8,1,1,2,8,68,8,1,55258
1,1,2,20,1,1,1,4,1,20,1,123901
1,2,1,6,1,1,2,9,1,42,1,28425
1,1,2,2,1,1,2,9,1,48,1,238665
1,2,2,26,1,1,2,7,1,26,1,150297
9,2,1,32,1,1,2,8,68,24,1,176637
9,1,2,6,5,2,2,1,68,313,3,26697
1,2,2,39,1,1,2,3,1,39,1,224693
1,1,2,8,1,1,2,8,1,18,1,56484
1,2,2,20,1,1,2,4,1,20,1,121809
1,1,1,44,3,1,2,9,1,316,3,315646
1,1,2,24,1,1,2,5,1,39,1,227403
1,2,2,23,1,1,2,4,1,26,1,157864
1,2,1,38,1,1,2,3,1,48,1,151717
9,1,1,8,1,1,2,8,68,8,1,58853
1,1,2,6,4,2,2,9,1,214,4,52341
6,2,2,6,5,2,2,9,44,240,4,36893
1,1,2,18,1,1,2,3,1,18,1,114855
1,2,2,17,1,1,2,3,1,34,1,110699
1,2,2,41,1,1,2,0,1,53,1,240622
1,1,1,30,1,1,2,8,1,30,1,173349
1,2,1,26,1,1,1,3,1,5,1,153493
1,1,2,16,1,1,2,8,1,16,1,97219
1,1,1,45,1,1,2,4,1,26,1,154824
1,2,2,32,1,1,2,0,1,55,1,318933
1,1,2,17,1,1,2,3,1,48,1,104371
1,1,1,32,1,1,2,8,1,16,1,177574
1,1,1,30,1,1,2,8,1,36,1,172907
1,2,2,4,1,1,2,6,1,17,1,7497
1,2,2,8,1,1,2,8,1,6,1,57356
1,1,2,17,1,1,2,3,1,13,1,100774
1,1,2,30,1,1,2,8,1,6,1,173557
1,2,2,6,1,1,2,9,1,2,1,26886
1,1,2,6,4,2,2,9,1,212,4,47957
9,1,2,6,1,1,1,9,68,6,1,35149
1,1,2,18,1,1,2,3,1,18,1,116566
1,1,1,8,1,1,2,8,1,23,1,55510
1,2,2,20,1,1,2,4,1,20,1,123222
1,1,2,49,1,1,2,8,1,49,1,295716
1,1,2,17,4,2,2,5,1,449,6,99621
1,1,2,44,1,1,2,3,1,17,1,106174
1,1,2,55,1,1,2,3,1,55,1,321406
6,1,1,53,4,2,2,5,49,217,4,308247
1,1,2,18,1,1,2,8,1,31,1,115439
3,1,2,53,1,1,2,9,16,53,1,309215
9,1,2,8,1,1,2,8,68,8,1,58600
9,2,2,32,1,1,2,8,68,6,1,178641
1,1,2,72,2,1,2,6,1,72,2,325371
1,1,1,53,1,1,2,9,1,53,1,312877
6,2,1,32,4,2,2,8,54,231,4,178614
8,2,2,72,1,1,2,1,67,6,1,32888
8,2,2,18,1,1,2,3,67,24,1,112613
1,1,2,6,1,1,2,9,1,41,1,17125
1,1,1,21,1,1,1,4,1,20,1,121839
8,1,2,51,4,2,2,9,67,303,3,242289
6,2,2,6,4,2,2,2,43,207,4,45021
2,2,2,6,1,1,2,5,2,40,1,18718
1,2,2,17,1,1,2,3,1,29,1,105036
1,2,2,20,1,1,2,8,1,56,1,55890
6,1,2,39,3,1,2,3,45,233,4,229452
1,2,1,20,1,1,2,4,1,6,1,122800
1,1,1,39,1,1,2,3,1,39,1,222811
1,1,2,18,1,1,2,3,1,18,1,114136
1,2,2,18,1,1,2,3,1,18,1,113015
9,1,2,46,1,1,2,8,68,35,1,189501
9,1,2,6,4,2,2,9,68,303,3,19138
1,2,1,6,1,1,2,9,1,6,1,50341
9,2,2,72,2,1,2,0,68,72,2,325695
1,1,1,27,1,1,2,4,1,27,1,162752
9,2,2,15,5,2,2,9,68,362,3,96007
1,2,2,56,1,1,2,8,1,8,1,323886
1,2,1,13,1,1,1,3,1,26,1,150880
1,2,2,31,1,1,2,3,1,55,1,318381
1,2,1,31,2,1,2,0,1,72,2,324979
1,1,1,26,1,1,2,3,1,26,1,154026
9,1,2,35,1,1,2,3,68,35,1,191324
1,1,1,16,1,1,2,7,1,16,1,97983
1,2,2,55,1,1,2,2,1,55,1,319972
1,2,2,18,1,1,2,5,1,18,1,113456
1,2,2,6,1,1,1,9,1,6,1,49628
6,2,2,6,4,2,2,9,45,233,4,40896
1,2,1,16,1,1,2,8,1,17,1,97280
8,2,2,6,4,2,2,9,67,303,3,22749
1,1,1,39,1,1,2,0,1,42,1,229742
9,2,2,27,1,1,1,4,68,27,1,162098
9,1,2,6,5,2,2,9,68,303,3,38037
1,2,2,30,1,1,1,8,1,6,1,173673
1,1,2,17,4,2,2,8,1,128,5,103099
1,1,2,6,1,1,2,9,1,6,1,22840
1,1,2,2,1,1,2,9,1,2,1,5370
1,1,2,17,1,1,2,3,1,17,1,100983
1,2,2,26,1,1,2,3,1,26,1,152796
9,2,2,45,1,1,2,9,68,6,1,53227
1,2,2,29,1,1,2,7,1,29,1,169348
8,1,2,6,1,1,2,9,67,6,1,23304
1,2,2,2,1,1,2,2,1,42,1,234019
1,2,2,41,5,2,2,9,1,212,4,24365
1,1,2,34,1,1,2,3,1,26,1,149531
1,1,2,35,1,1,2,8,1,17,1,190042
1,1,1,18,1,1,2,1,1,18,1,115297
2,2,2,39,1,1,2,3,2,45,1,231238
1,1,1,4,1,1,2,8,1,6,1,7880
1,2,2,17,1,1,2,0,1,17,1,100262
8,2,2,49,1,1,2,5,67,35,1,190401
1,1,2,25,1,1,2,8,1,12,1,297996
1,2,2,39,1,1,2,7,1,39,1,233234
3,1,2,35,1,1,1,8,17,35,1,191364
1,1,2,6,1,1,2,9,1,6,1,29865
9,2,2,26,1,1,2,3,68,26,1,155987
1,2,1,6,1,1,2,3,1,34,1,51139
2,1,1,17,1,1,1,3,2,29,1,108228
1,1,1,55,1,1,2,3,1,34,1,321019
1,1,1,22,1,1,2,5,1,4,1,56283
1,2,1,26,1,1,2,3,1,17,1,157815
1,1,2,27,1,1,1,3,1,17,1,111355
1,1,2,22,1,1,2,5,1,42,1,120187
1,1,1,38,1,1,2,4,1,38,1,222390
1,2,2,6,1,1,2,9,1,6,1,39905
1,2,1,27,1,1,2,4,1,41,1,158586
1,2,2,15,1,1,2,8,1,26,1,152613
1,2,2,6,1,1,2,9,1,25,1,49088
1,1,2,26,1,1,2,3,1,26,1,151844
9,2,2,18,1,1,2,8,68,6,1,48977
1,2,2,18,1,1,2,3,1,18,1,113396
1,1,2,26,1,1,2,3,1,26,1,152354
1,1,2,72,2,1,2,1,1,72,2,324321
8,2,1,6,4,2,2,6,67,303,3,39754
1,1,2,55,1,1,2,3,1,55,1,321384
6,1,2,6,4,2,2,9,45,233,4,30663
1,1,2,19,1,1,2,9,1,19,1,119460
1,2,2,31,1,1,2,4,1,31,1,175157
1,2,2,45,1,1,1,3,1,17,1,109875
9,2,1,8,5,2,2,9,68,303,3,27202
1,1,1,39,1,1,2,3,1,39,1,234038
1,1,1,6,1,1,2,9,1,6,1,16929
1,2,2,28,1,1,2,5,1,26,1,150581
9,1,2,6,1,1,2,9,68,6,1,51763
1,2,2,27,1,1,2,4,1,55,1,159034
1,2,1,4,1,1,1,8,1,4,1,5972
1,1,2,6,1,1,1,9,1,17,1,18614
1,2,2,55,1,1,2,3,1,55,1,321620
2,2,1,6,1,1,2,9,2,6,1,39631
1,2,2,17,1,1,2,3,1,17,1,106652
1,2,2,12,5,2,2,8,1,213,4,56802
2,1,2,27,1,1,2,7,2,27,1,161240
1,1,2,55,1,1,2,4,1,55,1,318875
6,2,1,6,1,1,2,9,43,6,1,35925
9,1,1,26,5,2,2,9,68,303,3,48140
1,1,2,13,1,1,2,8,1,8,1,57836
8,1,2,4,1,1,1,8,67,4,1,9533
1,1,2,8,1,1,2,8,1,39,1,57135
1,2,2,56,1,1,2,7,1,56,1,323874
1,1,2,18,1,1,1,3,1,18,1,113936
9,2,1,6,1,1,1,3,68,20,1,41057
1,1,1,55,1,1,2,8,1,8,1,96443
1,2,2,29,1,1,1,4,1,29,1,169503
1,2,2,55,1,1,2,3,1,55,1,319739
1,2,2,19,1,1,2,4,1,31,1,120506
1,2,2,45,1,1,2,4,1,17,1,169700
1,2,2,56,1,1,2,9,1,41,1,241667
8,2,2,6,5,2,2,9,67,303,3,18286
1,2,2,53,1,1,2,9,1,53,1,309491
1,2,1,27,1,1,2,4,1,27,1,159643
2,1,2,17,1,1,1,3,2,17,1,106808
1,2,2,41,1,1,1,9,1,53,1,240803
1,2,2,30,1,1,1,4,1,27,1,161041
1,1,2,37,1,1,2,8,1,8,1,55774
9,1,2,6,2,1,2,0,68,72,2,324192
1,2,2,29,1,1,2,4,1,29,1,168641
1,1,2,50,1,1,2,3,1,17,1,108490
1,1,1,6,1,1,2,4,1,19,1,120413
1,2,1,27,1,1,2,9,1,34,1,51722
6,2,1,6,1,1,2,9,48,17,1,43820
8,1,2,18,1,1,2,3,67,18,1,115265
1,2,2,6,1,1,2,9,1,6,1,35868
1,1,1,20,3,1,2,2,1,120,5,96294
1,2,2,6,1,1,2,9,1,6,1,27991
1,1,1,29,1,1,2,4,1,29,1,170217
1,2,2,6,1,1,2,8,1,6,1,39305
1,2,1,45,1,1,2,4,1,56,1,158616
1,1,2,39,1,1,2,3,1,39,1,224535
6,2,2,6,4,2,2,9,45,233,4,53323
1,1,2,18,1,1,2,3,1,18,1,112861
1,1,2,72,2,1,2,0,1,72,2,326544
1,2,2,6,5,2,2,9,1,110,5,29949
1,1,2,6,1,1,2,9,1,6,1,40277
1,1,2,30,1,1,1,4,1,27,1,160151
9,1,2,27,1,1,2,4,68,27,1,162090
1,1,2,53,1,1,2,9,1,53,1,310118
1,1,2,4,1,1,2,1,1,17,1,12359
1,1,2,18,1,1,2,5,1,18,1,112255
1,1,1,47,1,1,2,3,1,26,1,152121
8,2,2,6,4,2,1,9,67,303,3,37714
1,2,2,6,1,1,2,9,1,30,1,35870
2,1,2,26,1,1,2,3,2,42,1,155805
8,2,2,51,2,1,2,0,67,72,2,325521
1,1,1,18,1,1,2,3,1,18,1,115031
1,2,1,27,1,1,2,4,1,38,1,162147
1,2,2,41,1,1,1,9,1,6,1,239726
9,1,2,36,1,1,1,4,68,32,1,160098
1,1,2,24,1,1,2,4,1,29,1,171173
1,1,2,36,1,1,2,3,1,17,1,227925
1,2,2,26,1,1,2,3,1,26,1,154394
9,2,2,29,1,1,2,9,68,29,1,171328
3,2,1,4,4,2,2,1,27,303,3,6804
1,1,1,18,1,1,2,3,1,18,1,116637
9,2,2,6,1,1,2,2,68,6,1,23636
1,2,2,20,1,1,2,4,1,20,1,121810
1,2,2,15,1,1,2,8,1,20,1,167872
1,2,2,56,1,1,2,8,1,56,1,324035
1,2,2,29,1,1,2,2,1,29,1,172425
2,2,1,41,1,1,1,8,2,31,1,55892
9,2,2,6,1,1,2,9,68,35,1,19974
1,1,2,39,1,1,2,3,1,54,1,234108
1,1,2,27,1,1,2,4,1,27,1,160917
2,2,2,17,1,1,2,3,2,17,1,99717
1,2,2,39,1,1,2,3,1,39,1,227734
1,2,1,39,1,1,2,3,1,39,1,228556
9,1,2,4,1,1,2,8,68,4,1,7933
8,2,2,32,1,1,2,8,67,32,1,177498
1,1,2,16,1,1,2,8,1,16,1,97194
6,2,1,6,1,1,2,6,43,6,1,38294
1,2,1,51,1,1,2,8,1,6,1,36516
1,2,2,4,1,1,2,8,1,18,1,9188
6,1,2,29,1,1,2,4,48,48,1,168428
1,2,2,5,1,1,2,3,1,17,1,100821
8,1,2,17,4,2,2,6,67,303,3,106979
1,2,1,50,1,1,2,9,1,8,1,26189
1,1,2,49,1,1,2,8,1,49,1,298219
1,1,2,27,1,1,2,4,1,27,1,162516
2,2,2,26,1,1,1,3,2,26,1,150615
8,2,2,1,5,2,2,9,67,303,3,46919
1,1,2,16,1,1,2,7,1,16,1,96930
1,2,2,27,1,1,2,4,1,19,1,161745
8,2,2,4,1,1,2,9,67,6,1,39807
1,2,2,32,1,1,2,8,1,27,1,172834
1,1,2,4,1,1,1,5,1,25,1,10606
1,2,2,27,1,1,2,4,1,31,1,161123
9,2,2,4,1,1,2,8,68,4,1,12404
6,1,2,6,4,2,2,9,38,210,4,37034
