RAC1P,SEX,REGION,ST,CIT,NATIVITY,DIS,DIVISION,RAC2P,POBP,WAOB,ID
1,2,1,42,3,1,2,2,1,301,7,24880
6,2,4,32,4,2,2,8,45,233,4,17891
2,2,9,72,4,2,2,0,67,327,3,32684
3,1,4,6,5,2,2,9,27,313,3,3847
6,2,2,18,4,2,2,3,41,205,4,11741
8,1,4,6,4,2,2,9,67,222,3,3069
6,2,1,6,4,2,2,9,42,206,4,1836
1,1,1,34,5,2,2,2,1,328,5,18902
1,2,3,40,4,1,2,9,1,303,3,23626
9,1,3,48,5,2,2,7,68,303,5,28724
6,2,4,6,5,2,2,9,47,211,4,4866
6,2,3,25,5,2,2,1,38,119,1,14390
8,2,1,34,5,2,2,2,67,18,3,18826
6,1,3,32,4,2,2,5,41,151,4,14083
8,1,3,48,5,2,2,7,67,303,3,27727
9,1,4,32,4,2,2,8,68,303,3,17705
6,2,3,24,4,2,2,5,14,217,4,14013
1,1,1,42,5,2,2,2,42,128,5,24436
1,2,4,6,4,2,1,9,1,164,5,4700
9,1,1,9,4,2,2,1,68,414,6,6269
1,1,4,56,4,2,1,8,1,102,5,32497
6,1,1,25,4,1,1,1,38,210,4,14788
8,2,4,6,5,2,2,9,67,303,3,2699
6,2,3,51,5,1,2,5,38,210,4,30527
9,2,3,12,5,2,2,5,59,327,3,7676
6,2,4,6,4,2,2,3,45,233,4,1995
3,1,4,41,5,1,2,9,32,303,3,3175
9,1,2,19,5,2,2,4,68,303,3,12072
9,2,3,48,4,2,2,7,68,137,3,28464
6,2,1,34,3,2,2,2,66,207,4,18834
9,1,3,48,4,2,1,7,68,303,3,27711
6,1,4,6,4,2,2,9,57,247,4,4755
1,1,4,6,4,2,2,5,1,216,4,4406
5,1,2,38,4,2,2,4,49,217,4,22301
4,1,2,17,4,2,2,3,56,303,3,9962
6,2,3,22,5,1,2,7,43,207,4,13057
1,1,1,36,2,2,2,2,1,451,6,20312
6,2,4,6,3,2,2,4,48,215,4,1861
6,2,3,34,4,2,2,2,57,247,4,18218
2,2,3,34,4,1,2,7,2,333,3,27479
8,1,4,6,5,2,2,9,67,303,3,2813
2,1,3,24,1,2,2,5,2,440,6,14022
8,2,4,49,4,2,2,8,67,303,3,29813
6,1,4,41,4,2,2,9,43,207,4,23866
5,1,1,36,4,2,2,2,68,370,3,20361
6,1,4,6,5,2,2,9,38,210,4,4106
2,2,1,12,5,2,2,5,2,332,3,7597
9,2,4,15,3,2,2,9,33,313,5,2217
2,1,3,2,4,1,2,5,2,333,3,7795
9,2,1,6,4,2,2,2,1,164,3,18189
9,1,4,4,4,2,2,8,68,303,3,733
8,1,3,49,5,2,2,5,1,139,5,9044
1,2,4,8,4,2,2,8,17,246,4,5758
6,2,1,25,1,2,2,1,43,207,4,14775
8,2,3,48,5,2,2,7,67,303,3,29199
6,2,4,6,4,2,2,9,12,327,4,3087
6,1,4,41,5,2,2,9,56,242,4,24122
2,2,1,36,5,1,2,0,2,329,3,19672
6,2,2,34,4,2,2,9,43,216,4,4156
5,1,3,5,5,2,2,7,68,312,3,1396
2,1,3,48,5,2,2,7,2,440,6,29613
1,1,4,8,4,2,2,8,67,303,3,5552
9,2,3,37,4,2,2,5,57,138,4,21969
6,2,3,51,2,2,2,5,4,210,4,30367
8,2,4,51,4,2,2,5,60,364,3,30414
9,2,4,6,5,1,2,9,68,303,3,2219
6,1,4,6,5,2,2,9,43,207,4,2995
8,2,3,48,3,2,2,7,67,303,3,29020
8,2,9,45,5,2,2,5,5,364,3,26138
1,2,4,29,5,2,1,4,1,414,6,17093
1,2,2,24,4,2,2,3,1,303,5,23210
9,1,4,12,5,2,2,5,68,313,3,7056
9,2,2,26,4,1,2,3,5,248,4,15097
1,2,3,48,4,2,2,7,1,301,7,28213
9,2,3,46,4,2,1,9,68,333,3,1736
6,1,4,6,5,2,2,9,63,207,4,4952
9,2,4,49,5,2,2,8,68,303,3,29929
8,2,3,12,4,2,2,5,67,315,3,8048
